Customer_ID,Recency,Frequency,Monetary,CLV,Avg_CSAT,Txn_Count,Avg_Disc,Ret_Rate,Cluster,Segment
CUST-BD-00046,14,8.0,4377897.93,6798.63,3.4333333333333336,6,11.865,0.16666666666666666,3,VIP-Platinum
CUST-BD-00047,98,21.0,1189153.0899999999,19370.89,3.533333333333333,6,10.276666666666667,0.16666666666666666,0,Moderate-Spender
CUST-BD-00048,54,19.0,4357741.08,3191.49,3.62,5,6.668000000000001,0.2,3,VIP-Platinum
CUST-BD-00049,24,13.0,5629536.9799999995,246377.25,3.75,12,15.933333333333332,0.08333333333333333,3,VIP-Platinum
CUST-BD-00050,41,24.0,604203.0900000001,74790.26,3.56,5,10.762,0.0,2,Low-Engagement
CUST-BD-00051,227,10.0,338492.21,56437.12,3.814285714285714,7,11.481428571428571,0.0,0,Moderate-Spender
CUST-BD-00052,24,13.0,19861.699999999997,3418.47,4.25,2,6.33,0.0,2,Low-Engagement
CUST-BD-00053,2,19.0,4034409.71,30083.96,3.7777777777777777,9,14.698888888888888,0.1111111111111111,3,VIP-Platinum
CUST-BD-00054,46,6.0,162645.53,43123.03,3.04,5,10.474,0.2,2,Low-Engagement
CUST-BD-00055,166,22.0,2552401.29,67289.64,4.2,3,9.036666666666667,0.0,0,Moderate-Spender
CUST-BD-00056,3,3.0,5075637.8,27138.98,3.8875,8,9.975,0.0,3,VIP-Platinum
CUST-BD-00057,25,21.0,4472014.97,44606.4,3.9857142857142853,7,11.695714285714287,0.0,3,VIP-Platinum
CUST-BD-00058,27,17.0,2260372.79,5157.98,3.4333333333333336,6,9.086666666666666,0.0,2,Low-Engagement
CUST-BD-00059,25,17.0,3791240.91,110002.6,3.9111111111111114,9,19.276666666666667,0.0,3,VIP-Platinum
CUST-BD-00060,1,16.0,813938.1100000001,1002644.5,3.566666666666667,9,25.192222222222224,0.0,1,High-Value
CUST-BD-00061,44,15.0,1198139.29,43921.79,3.8857142857142857,7,14.421428571428573,0.14285714285714285,2,Low-Engagement
CUST-BD-00062,192,5.0,251783.85,17967.51,3.925,4,7.2775,0.0,0,Moderate-Spender
CUST-BD-00063,18,15.0,2560845.99,39040.75,3.25,4,12.0975,0.0,2,Low-Engagement
CUST-BD-00064,22,19.0,229759.76,475727.92,3.516666666666667,12,13.681666666666667,0.08333333333333333,2,Low-Engagement
CUST-BD-00065,6,18.0,1425571.8900000001,69741.36,3.8,8,14.10375,0.0,2,Low-Engagement
CUST-BD-00066,19,13.0,3111559.84,37220.0,3.72,10,9.853,0.1,3,VIP-Platinum
CUST-BD-00067,145,3.0,119883.54,12245.96,2.7,4,10.114999999999998,0.5,0,Moderate-Spender
CUST-BD-00068,52,11.0,1080548.27,220596.74,3.5833333333333335,6,18.083333333333332,0.16666666666666666,2,Low-Engagement
CUST-BD-00069,40,24.0,458318.47000000003,16863.31,4.0625,8,9.43,0.0,2,Low-Engagement
CUST-BD-00070,77,7.0,3130526.1500000004,272464.65,4.1,4,28.5625,0.0,1,High-Value
CUST-BD-00071,5,23.0,6036853.57,49477.87,3.35,10,11.078999999999999,0.1,3,VIP-Platinum
CUST-BD-00072,98,1.0,132179.56,19329.69,3.45,4,12.825,0.0,0,Moderate-Spender
CUST-BD-00073,27,19.0,5287245.81,75902.94,3.675,8,8.76625,0.0,3,VIP-Platinum
CUST-BD-00074,7,14.0,1429727.91,402185.91,3.4733333333333336,15,13.745333333333333,0.06666666666666667,3,VIP-Platinum
CUST-BD-00075,106,12.0,321205.83,420048.91,3.6,7,16.13714285714286,0.14285714285714285,2,Low-Engagement
CUST-BD-00076,146,16.0,1443248.55,16355.79,3.75,4,5.535,0.0,0,Moderate-Spender
CUST-BD-00077,18,9.0,96531.93000000001,69619.92,3.55,8,9.7275,0.0,2,Low-Engagement
CUST-BD-00078,24,6.0,83458.79,12009.0,4.216666666666667,6,13.063333333333333,0.0,2,Low-Engagement
CUST-BD-00079,27,18.0,483660.02,71622.4,4.0200000000000005,10,14.336000000000002,0.1,2,Low-Engagement
CUST-BD-00080,23,23.0,348672.97,44200.45,4.1000000000000005,3,15.956666666666665,0.0,2,Low-Engagement
CUST-BD-00081,186,8.0,2330927.91,30596.49,4.128571428571428,7,9.195714285714287,0.0,0,Moderate-Spender
CUST-BD-00082,39,12.0,3405073.0300000003,19936.0,4.144444444444444,9,8.273333333333333,0.0,3,VIP-Platinum
CUST-BD-00083,22,18.0,2308117.92,23480.9,3.783333333333333,6,8.971666666666666,0.0,2,Low-Engagement
CUST-BD-00084,100,10.0,1823406.94,489473.16,3.6625,8,15.77875,0.0,2,Low-Engagement
CUST-BD-00085,12,5.0,1112838.4800000002,6743.08,4.533333333333333,6,7.988333333333333,0.0,2,Low-Engagement
CUST-BD-00086,133,4.0,4199611.87,337041.34,3.3363636363636364,11,17.687272727272727,0.2727272727272727,3,VIP-Platinum
CUST-BD-00087,63,16.0,510661.8,22905.46,3.5,5,9.082,0.0,2,Low-Engagement
CUST-BD-00088,40,5.0,1646136.9899999998,12959.47,3.8200000000000003,10,8.848,0.0,3,VIP-Platinum
CUST-BD-00089,68,17.0,1058177.97,318257.08,3.7299999999999995,10,16.162,0.0,2,Low-Engagement
CUST-BD-00090,81,24.0,824724.14,49804.06,3.5333333333333337,3,9.216666666666667,0.3333333333333333,0,Moderate-Spender
CUST-BD-00091,73,6.0,341711.86,1388770.65,2.9,5,22.258,0.2,1,High-Value
CUST-BD-00092,38,10.0,374462.78,64687.93,3.9714285714285715,7,11.974285714285713,0.0,2,Low-Engagement
CUST-BD-00093,113,4.0,2855587.82,347532.37,3.3333333333333335,6,14.401666666666666,0.16666666666666666,0,Moderate-Spender
CUST-BD-00094,129,20.0,453928.01,14174.66,3.575,8,12.1775,0.0,0,Moderate-Spender
CUST-BD-00095,68,16.0,90138.77,75987.34,3.0,1,17.48,0.0,0,Moderate-Spender
CUST-BD-00096,60,8.0,498230.77999999997,321671.14,3.2125,8,19.31,0.25,2,Low-Engagement
CUST-BD-00097,96,16.0,2681290.85,272417.01,3.575,4,16.0325,0.25,0,Moderate-Spender
CUST-BD-00098,27,14.0,157626.18000000002,19412.05,2.8249999999999997,4,10.2325,0.25,2,Low-Engagement
CUST-BD-00099,27,22.0,778961.47,38815.16,3.65,6,12.126666666666665,0.0,2,Low-Engagement
CUST-BD-00100,74,13.0,6659892.079999999,6975.83,3.688888888888889,9,10.833333333333334,0.1111111111111111,3,VIP-Platinum
CUST-BD-00101,68,16.0,1346528.8800000001,4564.07,3.6333333333333337,9,10.78,0.0,2,Low-Engagement
CUST-BD-00102,20,4.0,5592915.1,9324.21,3.790909090909091,11,9.305454545454545,0.09090909090909091,3,VIP-Platinum
CUST-BD-00103,37,14.0,3622187.34,759350.25,3.5625,8,21.2075,0.25,1,High-Value
CUST-BD-00104,62,5.0,247620.0,76294.25,4.1000000000000005,7,15.952857142857143,0.0,2,Low-Engagement
CUST-BD-00105,53,15.0,933649.49,1702503.1,3.6857142857142855,7,21.794285714285714,0.14285714285714285,1,High-Value
CUST-BD-00106,19,11.0,800622.11,29337.32,3.966666666666667,6,11.681666666666667,0.16666666666666666,2,Low-Engagement
CUST-BD-00107,4,5.0,2269100.6799999997,12018.54,3.1625,8,8.73875,0.25,2,Low-Engagement
CUST-BD-00108,83,23.0,2183414.25,75299.66,3.4857142857142853,7,13.51142857142857,0.14285714285714285,2,Low-Engagement
CUST-BD-00109,20,13.0,1525366.2400000002,32272.34,3.7777777777777777,9,10.196666666666665,0.0,2,Low-Engagement
CUST-BD-00110,14,19.0,4299006.7299999995,1936683.99,3.34,5,20.176,0.0,1,High-Value
CUST-BD-00111,60,24.0,58977.53,10993.07,3.7000000000000006,3,6.56,0.3333333333333333,2,Low-Engagement
CUST-BD-00112,113,20.0,516850.84,42864.34,3.7285714285714286,7,13.095714285714285,0.14285714285714285,0,Moderate-Spender
CUST-BD-00113,3,18.0,53020.37,53875.94,3.0666666666666664,3,7.146666666666666,0.0,2,Low-Engagement
CUST-BD-00114,26,21.0,297220.47,62273.65,3.675,4,4.7525,0.0,2,Low-Engagement
CUST-BD-00115,7,12.0,184802.33000000002,32706.23,4.279999999999999,5,12.73,0.0,2,Low-Engagement
CUST-BD-00116,79,6.0,808650.3,57726.03,3.8857142857142857,7,15.712857142857143,0.14285714285714285,2,Low-Engagement
CUST-BD-00117,112,15.0,760548.89,73898.03,3.8000000000000003,3,10.89,0.0,0,Moderate-Spender
CUST-BD-00118,55,15.0,904765.11,57432.76,3.8714285714285714,7,12.06,0.0,2,Low-Engagement
CUST-BD-00119,113,13.0,970964.67,1022304.46,4.24,5,19.616,0.0,1,High-Value
CUST-BD-00120,16,22.0,2707998.0100000002,496711.42,3.3666666666666667,6,10.235,0.3333333333333333,2,Low-Engagement
CUST-BD-00121,21,8.0,208996.4,62162.05,2.975,4,11.4375,0.0,2,Low-Engagement
CUST-BD-00122,22,2.0,770481.39,53977.37,4.055555555555555,9,12.971111111111112,0.1111111111111111,2,Low-Engagement
CUST-BD-00123,2,24.0,4576434.32,2712.53,3.7545454545454544,11,5.838181818181818,0.09090909090909091,3,VIP-Platinum
CUST-BD-00124,33,16.0,1739614.16,423712.68,3.1916666666666664,12,16.594166666666666,0.25,3,VIP-Platinum
CUST-BD-00125,30,8.0,30286.030000000002,19294.97,3.766666666666667,3,9.62,0.0,2,Low-Engagement
CUST-BD-00126,69,18.0,17723.4,1623227.54,2.7,2,29.54,0.5,1,High-Value
CUST-BD-00127,99,4.0,3769866.74,36671.78,2.66,5,15.998,0.2,0,Moderate-Spender
CUST-BD-00128,20,15.0,756096.06,55335.67,4.05,6,17.48,0.0,2,Low-Engagement
CUST-BD-00129,4,4.0,3593349.2600000002,31305.52,3.7142857142857144,7,9.651428571428571,0.14285714285714285,3,VIP-Platinum
CUST-BD-00130,45,18.0,1003927.6199999999,13739.24,4.0200000000000005,5,10.614,0.0,2,Low-Engagement
CUST-BD-00131,46,9.0,63155.62,68358.52,3.966666666666667,3,9.05,0.0,2,Low-Engagement
CUST-BD-00132,75,12.0,1336263.3900000001,17253.55,3.175,4,7.93,0.25,2,Low-Engagement
CUST-BD-00133,16,21.0,937990.0199999999,91253.04,4.016666666666667,6,15.311666666666667,0.16666666666666666,2,Low-Engagement
CUST-BD-00134,28,7.0,6243860.73,80874.57,3.7538461538461543,13,17.990000000000002,0.0,3,VIP-Platinum
CUST-BD-00135,57,18.0,561398.01,6268.22,3.5,4,11.47,0.0,2,Low-Engagement
CUST-BD-00136,27,8.0,4845864.870000001,1282.35,3.8299999999999996,10,6.501,0.0,3,VIP-Platinum
CUST-BD-00137,10,16.0,606639.2,286738.49,3.9800000000000004,5,17.28,0.0,2,Low-Engagement
CUST-BD-00138,153,24.0,262350.28,10572.94,3.2399999999999998,5,3.6019999999999994,0.2,0,Moderate-Spender
CUST-BD-00139,13,4.0,277202.57,69310.9,3.1714285714285713,7,15.104285714285714,0.0,2,Low-Engagement
CUST-BD-00140,105,9.0,137222.25,12557.65,3.9,3,9.083333333333334,0.0,0,Moderate-Spender
CUST-BD-00141,67,23.0,847865.65,45388.58,4.128571428571428,7,12.817142857142857,0.0,2,Low-Engagement
CUST-BD-00142,133,11.0,890541.71,9579.54,3.8833333333333333,6,10.924999999999999,0.16666666666666666,0,Moderate-Spender
CUST-BD-00143,84,5.0,2841204.9499999997,31876.65,2.85,4,13.77,0.25,0,Moderate-Spender
CUST-BD-00144,172,5.0,3007558.44,93453.99,3.2600000000000002,5,12.216,0.2,0,Moderate-Spender
CUST-BD-00145,20,14.0,30328.04,38756.6,3.9,4,17.502499999999998,0.0,2,Low-Engagement
CUST-BD-00146,106,22.0,134624.99,1240253.33,4.025,4,22.55,0.0,1,High-Value
CUST-BD-00147,87,14.0,2967881.8200000003,63382.39,3.6571428571428575,7,12.870000000000001,0.0,3,VIP-Platinum
CUST-BD-00148,72,10.0,184119.32,22629.13,4.2,5,9.046000000000001,0.0,2,Low-Engagement
CUST-BD-00149,10,1.0,6156274.25,14870.98,3.69,10,10.089,0.1,3,VIP-Platinum
CUST-BD-00150,10,24.0,3380091.57,7477.02,3.542857142857143,7,9.837142857142856,0.14285714285714285,3,VIP-Platinum
CUST-BD-00151,52,2.0,3020665.53,3956.02,3.525,8,9.56375,0.0,3,VIP-Platinum
CUST-BD-00152,17,17.0,7885781.69,38992.86,3.5749999999999997,12,13.565,0.0,3,VIP-Platinum
CUST-BD-00153,10,2.0,719421.1,13179.22,3.514285714285714,7,10.301428571428572,0.0,2,Low-Engagement
CUST-BD-00154,74,16.0,1293376.22,30261.3,3.3333333333333335,6,11.215000000000002,0.16666666666666666,2,Low-Engagement
CUST-BD-00155,1,12.0,3868179.06,301425.61,3.5,9,13.152222222222223,0.0,3,VIP-Platinum
CUST-BD-00156,72,19.0,5679313.29,42182.8,3.6625,8,12.35125,0.125,3,VIP-Platinum
CUST-BD-00157,86,6.0,5752280.52,18062.14,3.3428571428571425,7,10.257142857142856,0.0,3,VIP-Platinum
CUST-BD-00158,82,19.0,135273.14,17045.2,3.8,4,4.8175,0.0,0,Moderate-Spender
CUST-BD-00159,15,3.0,3028235.5100000002,25510.04,3.1750000000000003,4,10.62,0.25,2,Low-Engagement
CUST-BD-00160,14,5.0,151786.59,60916.54,3.533333333333333,6,12.195,0.0,2,Low-Engagement
CUST-BD-00161,59,6.0,368310.66000000003,392096.88,3.2375,8,13.151250000000001,0.125,2,Low-Engagement
CUST-BD-00162,149,5.0,50541.34,70497.28,2.966666666666667,3,19.19,0.3333333333333333,0,Moderate-Spender
CUST-BD-00163,153,3.0,25339.809999999998,316138.89,3.925,4,20.3425,0.0,0,Moderate-Spender
CUST-BD-00164,23,20.0,873919.78,15371.17,3.8333333333333335,3,14.37,0.0,2,Low-Engagement
CUST-BD-00165,63,7.0,1471678.4,73633.5,3.266666666666667,6,11.788333333333334,0.3333333333333333,2,Low-Engagement
CUST-BD-00166,41,23.0,1114643.31,17245.13,3.6166666666666667,6,10.423333333333334,0.0,2,Low-Engagement
CUST-BD-00167,90,20.0,160337.25,79369.02,3.8,5,9.428,0.0,0,Moderate-Spender
CUST-BD-00168,27,2.0,682177.96,64212.54,3.8,5,13.132,0.0,2,Low-Engagement
CUST-BD-00169,117,20.0,297591.79,163398.1,3.5,8,16.5775,0.125,2,Low-Engagement
CUST-BD-00170,148,22.0,277215.4,31716.22,3.66,5,12.116,0.2,0,Moderate-Spender
CUST-BD-00171,15,11.0,740893.68,301514.93,3.642857142857143,7,14.338571428571429,0.14285714285714285,2,Low-Engagement
CUST-BD-00172,6,1.0,91250.0,13738.66,4.36,5,8.17,0.0,2,Low-Engagement
CUST-BD-00173,56,3.0,338078.19,23440.37,3.8166666666666664,6,14.151666666666666,0.0,2,Low-Engagement
CUST-BD-00174,9,5.0,437773.39999999997,7398.52,3.3333333333333335,6,8.353333333333333,0.16666666666666666,2,Low-Engagement
CUST-BD-00175,9,24.0,3512013.51,69661.59,3.2857142857142856,7,17.791428571428572,0.14285714285714285,3,VIP-Platinum
CUST-BD-00176,5,16.0,5282.990000000001,1161220.07,3.4499999999999997,4,25.419999999999998,0.0,1,High-Value
CUST-BD-00177,262,17.0,380691.8,63860.7,4.125,4,13.86,0.0,0,Moderate-Spender
CUST-BD-00178,41,18.0,3170387.74,293923.65,3.6625,8,27.916249999999998,0.125,1,High-Value
CUST-BD-00179,8,15.0,372386.57,2593.63,3.809090909090909,11,5.6454545454545455,0.09090909090909091,2,Low-Engagement
CUST-BD-00180,6,14.0,11691.85,17807.97,4.15,4,11.955,0.0,2,Low-Engagement
CUST-BD-00181,118,4.0,877581.46,36243.89,3.18,5,18.854,0.2,0,Moderate-Spender
CUST-BD-00182,39,23.0,90083.64,14225.37,3.6833333333333336,6,7.7250000000000005,0.16666666666666666,2,Low-Engagement
CUST-BD-00183,26,18.0,232665.58,27914.67,3.75,8,10.971250000000001,0.125,2,Low-Engagement
CUST-BD-00184,38,20.0,93221.67,71487.25,4.0600000000000005,5,10.758,0.0,2,Low-Engagement
CUST-BD-00185,170,23.0,741124.71,334379.72,2.8,2,15.075000000000001,0.0,0,Moderate-Spender
CUST-BD-00186,6,22.0,2934987.9,49946.46,3.3714285714285714,7,14.79142857142857,0.2857142857142857,3,VIP-Platinum
CUST-BD-00187,13,13.0,3814419.2600000002,71133.2,3.5400000000000005,5,10.764,0.2,3,VIP-Platinum
CUST-BD-00188,3,4.0,995173.93,26878.81,3.8333333333333335,6,10.716666666666667,0.0,2,Low-Engagement
CUST-BD-00189,26,23.0,2425534.64,423672.65,3.685714285714286,7,13.478571428571428,0.0,2,Low-Engagement
CUST-BD-00190,62,10.0,9413.0,64333.33,3.7,2,11.065,0.0,2,Low-Engagement
CUST-BD-00191,14,18.0,3645421.28,470016.94,3.9000000000000004,9,20.68777777777778,0.0,3,VIP-Platinum
CUST-BD-00192,5,21.0,1085587.46,34988.19,3.8666666666666667,6,9.616666666666665,0.0,2,Low-Engagement
CUST-BD-00193,25,6.0,235613.75,62031.54,4.5,3,16.813333333333333,0.0,2,Low-Engagement
CUST-BD-00194,63,20.0,7175716.57,14814.55,4.266666666666667,12,9.18,0.0,3,VIP-Platinum
CUST-BD-00195,14,20.0,570346.73,56264.35,3.1999999999999997,6,11.995,0.3333333333333333,2,Low-Engagement
CUST-BD-00196,20,14.0,567980.78,377066.48,3.608333333333333,12,15.4275,0.0,2,Low-Engagement
CUST-BD-00197,111,17.0,1686056.83,56982.87,3.54,10,15.092000000000002,0.1,3,VIP-Platinum
CUST-BD-00198,141,21.0,141820.59000000003,427214.04,4.3,2,26.725,0.0,1,High-Value
CUST-BD-00199,43,12.0,3817014.11,20740.67,3.8899999999999997,10,13.174000000000001,0.0,3,VIP-Platinum
CUST-BD-00200,85,4.0,60394.340000000004,6973.32,3.1999999999999997,3,10.553333333333333,0.3333333333333333,0,Moderate-Spender
CUST-BD-00201,70,23.0,21318.79,3237.46,2.95,2,11.99,0.0,0,Moderate-Spender
CUST-BD-00202,6,15.0,609586.05,18584.62,3.625,4,9.397499999999999,0.0,2,Low-Engagement
CUST-BD-00203,127,12.0,180272.33000000002,19383.66,3.9000000000000004,2,8.375,0.0,0,Moderate-Spender
CUST-BD-00204,24,21.0,4037783.27,59826.64,4.0375000000000005,8,13.52125,0.125,3,VIP-Platinum
CUST-BD-00205,48,16.0,453581.19,16049.25,3.957142857142857,7,8.614285714285716,0.0,2,Low-Engagement
CUST-BD-00206,24,10.0,102167.09,52836.39,4.075,8,12.4,0.0,2,Low-Engagement
CUST-BD-00207,45,11.0,932618.14,1682010.92,3.8000000000000003,7,19.518571428571427,0.0,1,High-Value
CUST-BD-00208,88,21.0,391112.06999999995,71457.21,3.4,3,16.343333333333334,0.0,0,Moderate-Spender
CUST-BD-00209,153,6.0,134163.50999999998,10843.94,3.9,5,6.138,0.2,0,Moderate-Spender
CUST-BD-00210,35,9.0,1451671.83,651089.56,4.2,6,23.645,0.0,1,High-Value
CUST-BD-00211,32,5.0,1278131.49,54869.12,3.14,5,15.336000000000002,0.2,2,Low-Engagement
CUST-BD-00212,40,2.0,3718912.3899999997,16679.49,3.675,4,14.0775,0.25,2,Low-Engagement
CUST-BD-00213,21,18.0,77276.7,13140.83,3.033333333333333,3,0.9366666666666666,0.3333333333333333,2,Low-Engagement
CUST-BD-00214,48,2.0,1945342.15,30820.37,4.1625,8,12.32,0.0,2,Low-Engagement
CUST-BD-00215,19,11.0,534084.4700000001,52466.22,3.8333333333333335,6,13.868333333333332,0.0,2,Low-Engagement
CUST-BD-00216,57,9.0,1429590.8,774408.6,3.65,6,30.94,0.0,1,High-Value
CUST-BD-00217,8,6.0,8127989.51,70491.47,2.8375,8,14.785,0.375,3,VIP-Platinum
CUST-BD-00218,128,16.0,407317.69,1096877.98,3.7777777777777777,9,24.63,0.0,1,High-Value
CUST-BD-00219,1,19.0,4696773.33,42006.14,3.511111111111111,9,9.834444444444445,0.1111111111111111,3,VIP-Platinum
CUST-BD-00220,16,14.0,343362.18,291510.84,3.288888888888889,9,13.527777777777779,0.1111111111111111,2,Low-Engagement
CUST-BD-00221,48,18.0,598934.76,1859.61,3.9714285714285715,7,9.145714285714286,0.0,2,Low-Engagement
CUST-BD-00222,12,20.0,6832665.46,41524.81,3.909090909090909,11,15.303636363636365,0.0,3,VIP-Platinum
CUST-BD-00223,21,5.0,2287278.12,301024.33,4.014285714285714,7,13.84,0.0,2,Low-Engagement
CUST-BD-00224,44,16.0,148980.07,12723.98,3.25,4,9.07,0.25,2,Low-Engagement
CUST-BD-00225,47,13.0,2833113.58,469115.93,3.6166666666666667,6,18.703333333333333,0.16666666666666666,2,Low-Engagement
CUST-BD-00226,21,11.0,295988.78,43242.48,3.45,4,11.0675,0.0,2,Low-Engagement
CUST-BD-00227,46,19.0,84939.40000000001,1054262.39,3.2,5,21.814,0.2,1,High-Value
CUST-BD-00228,41,2.0,2320162.34,3807.74,3.925,8,6.43,0.0,2,Low-Engagement
CUST-BD-00229,67,17.0,96214.9,235832.05,3.7,1,17.57,0.0,0,Moderate-Spender
CUST-BD-00230,49,11.0,195390.62,3623.57,4.1,5,8.386,0.0,2,Low-Engagement
CUST-BD-00231,263,12.0,101378.26,73848.69,3.44,5,10.136,0.0,0,Moderate-Spender
CUST-BD-00232,16,10.0,3909180.53,49066.07,3.522222222222222,9,15.062222222222223,0.0,3,VIP-Platinum
CUST-BD-00233,50,24.0,40807.87,11649.26,4.025,4,8.945,0.0,2,Low-Engagement
CUST-BD-00234,9,5.0,895483.96,67286.42,3.7714285714285714,7,11.6,0.0,2,Low-Engagement
CUST-BD-00235,8,24.0,889322.1400000001,465804.33,3.5125,8,16.705,0.125,2,Low-Engagement
CUST-BD-00236,24,20.0,6178393.850000001,58731.99,3.675,8,11.87875,0.125,3,VIP-Platinum
CUST-BD-00237,54,23.0,974594.77,13674.38,3.5444444444444443,9,14.856666666666667,0.1111111111111111,2,Low-Engagement
CUST-BD-00238,116,21.0,330538.16,490059.82,4.0,2,15.625,0.0,0,Moderate-Spender
CUST-BD-00239,273,3.0,2201759.0,29979.07,3.9499999999999997,4,15.1775,0.0,0,Moderate-Spender
CUST-BD-00240,70,2.0,3512624.4,39251.95,3.9285714285714284,7,9.177142857142856,0.14285714285714285,3,VIP-Platinum
CUST-BD-00241,159,4.0,811068.1699999999,1176.08,3.38,5,7.404000000000001,0.2,0,Moderate-Spender
CUST-BD-00242,2,7.0,108805.76,69574.18,3.7249999999999996,4,10.06,0.0,2,Low-Engagement
